ducc_info,test_flag,ba_abbreviation
"{""payType"":""1"",""tradeTerms"":""FOB"",""clientName"":""美明新能源材料有限公司"",""clientCode"":""eOjYcddirT6kXIz9AzsC"",""briefCode"":""JDIID-MMN-单次"",""contractCode"":""ISPG-20250105125151"",""ebsContractCode"":""EKA2025A0091154"",""pin"":""MMN_IDPurchasing"",""country"":""CN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""CNY"",""stations"":[1],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-MMN-单次"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""customsCountryCode"":""ID""},""tradeRoute"":2249,""storeId"":24688213,""iopPin"":""广州晶东-A1"",""iopId"":""2"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""跨境站"",""en"":""Cross-border Station""},""customerNameVn"":"""",""customerAddress"":""SOPO DEL OFFICE TOWER LT. 22 UNIT A, JL. MEGA KUNINGAN BARAT 3 LOT 10, KAWASAN MEGA KUNINGAN NO 1-6, Desa/Kelurahan Kuningan Timur, Kec. Setiabudi, Kota Adm. Jakarta Selatan, Provinsi DKI Jakarta, Kode Pos:12950"",""jdContractName"":"""",""jdContractAddress"":"""",""customerNameZh"":""美明新能源材料有限公司"",""customerNameEn"":""PT MEIMING NEW ENERGY MATERIAL-单次"",""customerTax"":""0507359743063000"",""customerServiceStart"":""2024-12-01"",""customerServiceEnd"":""2025-11-30"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10170""}",0,格林美
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""博威尔特光伏科技有限责任公司"",""clientCode"":""YmHnUGOkUqSSn4N2ys4z"",""briefCode"":""BVST"",""contractCode"":""ISPG-20250319143628"",""ebsContractCode"":""EKA2024A2735373"",""pin"":""BOVIET-Purchasing"",""country"":""VN"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""VND"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-BVST"",""companyType"":""1"",""wispOrderListShowStatus"":[1,3,4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""0"",""closeUserConfirmPrice"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""VNKUAJING"",""iopId"":""4"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""English"",""vi"":""Ti?ng Vi?t""},""countryNameMap"":{""zh"":""越南站"",""vi"":""Tr?m Vi?t Nam""},""customerNameVn"":""C?NG TY TNHH KHOA H?C K? THU?T N?NG L??NG M?T TR?I BOVIET"",""customerAddress"":""L? B5, B6 KCN Song Khê – N?i Hoàng, X? Song Khê, Thành ph? B?c Giang, T?nh B?c Giang, Vi?t Nam"",""jdContractName"":""C?NG TY TNHH CHU?I CUNG ?NG C?NG NGHI?P JINGDONG (VI?T NAM)"",""jdContractAddress"":""L15-01, Tòa nhà Century Tower, s? 458 ???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Thành ph? Hà N?i, Vi?t Nam"",""customerNameZh"":""博威尔特光伏科技有限责任公司"",""customerNameEn"":""BOVIET SOLAR TECHNOLOGY CO.,LTD"",""customerTax"":""2400648303"",""customerServiceStart"":""2024-11-29"",""customerServiceEnd"":""2025-11-28"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""wangyan138"",""审批人3"":""thanhthao.truongth1""},""merchantId"":""10170""}",0,越南 - 博威尔特
"{""clientName"":""马来西亚预选池"",""clientCode"":""yuxuanchiMYXesTWZal3"",""briefCode"":""MY-pre"",""contractCode"":""ISPG-20250403111701"",""pin"":"""",""country"":""MY"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""MYR"",""stations"":[0],""excludeDefaultVatFlag"":false,""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""iopId"":""5"",""openArea"":""my"",""language"":{""zh"":""中文"",""en"":""English""},""countryType"":1}",0,马来 - 预选池
"{""clientName"":""印尼预选池"",""clientCode"":""yuxuanchiIDXesTWZal3"",""briefCode"":""ID-pre"",""contractCode"":""ISPG-20250403113601"",""pin"":"""",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":true,""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""openArea"":""id"",""language"":{""id"":""Indonesia"",""zh"":""中文"",""en"":""English""}}",0,印尼 - 预选池
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""莱克电子（泰国）"",""clientCode"":""LtduUsK8NCR7VxE3UOkg"",""briefCode"":""莱克"",""contractCode"":""ISPG-20250326112804"",""ebsContractCode"":""EKA2025A1025081"",""pin"":""xuxinyuanTHA"",""country"":""TH"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""THB"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-莱克"",""companyType"":""2"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":true,""buyerName"":""Thaixing Circuits Co., Ltd."",""buyerTaxNo"":""0145566006417"",""buyerAddress"":""1 MOO 5, Rojana Road, Khan Ham Tambol, Uthai Amphur, Phra Nakhon Si Ayutthaya 13210"",""customerCompanyProperty"":""Head Office"",""nameMaxSize"":255,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""JDi_Thailand1"",""iopId"":""3"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""英文"",""th"":""泰语""},""countryNameMap"":{""zh"":""泰国站"",""en"":""Thailand Station"",""th"":""?????????""},""customerNameVn"":""?????? ??????? ?????????? (?????????) ?????"",""customerAddress"":""No. 890 Moo.3 Khao Khan Song Sub-district, Si Racha District, Chonburi"",""jdContractName"":""JINGDONG INDUSTRIALS (THAILAND) CO, LTD"",""jdContractAddress"":""4/222 Moo 10 Tambon Tungsukla, Amphur Sriracha, Chonburi 20230, THAILAND."",""customerNameZh"":""莱克电子（泰国）"",""customerNameEn"":""Kingclean Electric (Thailand) Co., Ltd."",""customerTax"":""205562033630"",""customerServiceStart"":""2024-10-25"",""customerServiceEnd"":""2027-10-24"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""sunyaning8"",""审批人3"":""pithak.vatmon1""},""merchantId"":""10170""}",0,泰国 - 莱克
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""比亚迪BA_WIOP-PO（京东圣保罗）"",""clientCode"":""c6BCc8e65uP8CcZWcyfI"",""briefCode"":""BYD_BR_BA_JDSP_WIOP-PO"",""contractCode"":""ISPG-20250415183103"",""ebsContractCode"":""EKA2024A2780005"",""pin"":""BYDAUTO-SRMJDSP采购1"",""country"":""BR"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""BRL"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIVN-BYD_BR_BA_JDSP_WIOP-PO"",""companyType"":""2"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":false,""autoConfirmStockUpOrder"":false,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""巴西工业内贸段"",""iopId"":""6"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""pt-BR"":""Português""},""countryNameMap"":{""zh"":""巴西站"",""en"":""Brazil Station"",""pt-BR"":""Esta??o Brasil""},""customerNameVn"":""BYD AUTO DO BRASIL LTDA"",""customerAddress"":""Av. Henry Ford - Polo Petroquímico, Cama?ari, 42.816-260, BAHIA, BRASIL"",""customerNameZh"":""比亚迪BA_WIOP-PO（京东圣保罗）"",""customerNameEn"":""BYD AUTO DO BRASIL LTDA"",""jdContractName"":""JINGDONG INDUSTRIALS DO BRASIL LTDA"",""jdContractAddress"":"""",""customerTax"":""50.351.104/0001-19"",""customerServiceStart"":""2024-11-10"",""customerServiceEnd"":""2026-11-09"",""xbpOrderCompletedApprover"":{""审批人1"":""qiaoli31"",""审批人2"":""zhoujuan58"",""审批人3"":""huangjingjing21""},""merchantId"":""10170""}",0,巴西 - 比亚迪（圣保罗州WIOP）
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""比亚迪匈牙利电动大巴和卡车有限公司（测试）"",""clientCode"":""n7mBThv2kcRR5lE3o9fm"",""briefCode"":"""",""contractCode"":""ISPG-20250416145555"",""ebsContractCode"":"""",""pin"":""BYD商城采购TEST"",""country"":""HU"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""EUR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIHU"",""companyType"":""2"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":true,""shipFromStock"":1,""buyerName"":""BYD Auto Hungary Kft.(TEST)."",""buyerTaxNo"":""32461239-2-06."",""buyerAddress"":"""",""customerCompanyProperty"":""/"",""sellerTaxNo"":""32608487""},""storeId"":24682489,""iopPin"":""国际-匈牙利站"",""iopId"":""7"",""hoursOfAutoFinish"":120,""language"":{""zh"":""中文"",""en"":""英文""},""countryNameMap"":{""zh"":""匈牙利站"",""en"":""Hungary Station""},""customerNameVn"":"""",""customerAddress"":""6728 Szeged, Budapesti út 15."",""jdContractName"":"""",""jdContractAddress"":"""",""customerNameZh"":""比亚迪匈牙利汽车有限公司(TEST)"",""customerNameEn"":""BYD Auto Hungary Kft.(TEST)"",""customerTax"":""32461239-2-06"",""customerServiceStart"":""2025-02-15"",""customerServiceEnd"":""2027-09-04"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""tianchangqun""},""merchantId"":""10153"",""countryType"":1,""uatUserFlag"":true}",1,暂无
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""WODEER TECHNOLOGY (MALAYSIA) SDN. BHD."",""clientCode"":""zi8fOlAmdlKIIhcVyriL"",""briefCode"":""沃德尔-MY"",""contractCode"":""ISPG-20250423142353"",""ebsContractCode"":""EKA2025A2994384"",""pin"":""Wodel0002"",""country"":""MY"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""MYR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIMY-沃德尔-MY"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""buyerName"":""WODEER TECHNOLOGY (MALAYSIA) SDN. BHD."",""buyerTaxNo"":""202401041210 (1587056-W)"",""buyerAddress"":""LEVEL 29.04 OF LEVEL 29, MID ZONE,EXCHANGE 1O6, LINGKARAN TRX,TUN RAZAK EXCHANGE (TRX),KUALA LUMPUR,WILAYAHPERSEKUTUAN"",""customerCompanyProperty"":"""",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""iopId"":""5"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English""},""countryNameMap"":{""zh"":""马来西亚站"",""en"":""Malaysia Station"",""ms"":""Stesen Malaysia""},""customerNameVn"":""WODEER TECHNOLOGY (MALAYSIA) SDN. BHD."",""customerAddress"":""LEVEL 29.04 OF LEVEL 29, MID ZONE,EXCHANGE 1O6, LINGKARAN TRX,TUN RAZAK EXCHANGE (TRX),KUALA LUMPUR,WILAYAHPERSEKUTUAN"",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""customerNameZh"":""WODEER TECHNOLOGY (MALAYSIA) SDN. BHD."",""customerNameEn"":""WODEER TECHNOLOGY (MALAYSIA) SDN. BHD."",""customerTax"":""202401041210 (1587056-W)"",""customerServiceStart"":""2025-04-28"",""customerServiceEnd"":""2026-04-28"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru""},""merchantId"":""10170""}",0,马来 - 沃德尔
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""比亚迪电子（马来西亚）"",""clientCode"":""UXCzw6vb9hCRKX1tL0SL"",""briefCode"":""BYD-MY"",""contractCode"":""ISPG-20250409111855"",""ebsContractCode"":""EKA2025A2968128"",""pin"":""BYD-MY-SRM"",""country"":""MY"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""MYR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIMY-BYD-MY"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""buyerName"":""BYD ELECTRONICS(M) SDN. BHD."",""buyerTaxNo"":""201901046801(1356131-V)"",""buyerAddress"":""63, 1ST FLOOR, JALAN SELAT,TAMAN SELAT,BUTTERWORTH PULAU PINANG"",""customerCompanyProperty"":"""",""shipFromStock"":1},""storeId"":24682489,""iopPin"":""JDi马来内贸段交易"",""iopId"":""5"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English""},""countryNameMap"":{""zh"":""马来西亚站"",""en"":""Malaysia Station"",""ms"":""Stesen Malaysia""},""customerNameVn"":""BYD ELECTRONICS(M) SDN. BHD."",""customerAddress"":""63, 1ST FLOOR, JALAN SELAT,TAMAN SELAT,BUTTERWORTH PULAU PINANG"",""jdContractName"":""JINGDONG INDUSTRIALS MALAYSIA SDN. BHD."",""jdContractAddress"":""SUITE 9-13A, LEVEL 9, WISMA UOA II, JALAN PINANG, 50450 KUALA LUMPUR W.P. KUALA LUMPUR MALAYSIA"",""customerNameZh"":""比亚迪电子（马来西亚）"",""customerNameEn"":""BYD ELECTRONICS(M) SDN. BHD."",""customerTax"":""201901046801(1356131-V)"",""customerServiceStart"":""2025-04-01"",""customerServiceEnd"":""2035-04-01"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""chiamin.ng1"",""审批人3"":""chenjiaoru""},""merchantId"":""10170""}",0,马来 - 比亚迪电子
"{""clientName"":""PT HORIZON CONSTRUCTION INDONESIA"",""clientCode"":""arsfp4qf0fWTs4OuRrP7"",""contractCode"":""ISPG-20250326123335"",""pin"":""Horizon_IDPurchasing"",""country"":""ID"",""stations"":[0],""saleCurrency"":""IDR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""ID"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""0623273281044000"",""customerCompanyProperty"":""/"",""buyerName"":""PT HORIZON CONSTRUCTION INDONESIA"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""OFFICE GOLD COAST TOWER EIFFEL, LANTAI 1 UNIT H, JL. PANTAI INDAH KAPUK, Desa/Kelurahan Kamal Muara, Kec. Penjaringan, Kota Adm. Jakarta Utara, Provinsi DKI Jakarta, Kode Pos:14470"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi印尼站"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""JDIID-HORIZONA"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A4622678"",""language"":{""en"":""English"",""id"":""Indonesia"",""zh"":""中文""},""countryNameMap"":{""en"":""Indonesia Station"",""id"":""Stasiun Indonesia"",""zh"":""印尼站""},""customerNameZh"":""PT HORIZON CONSTRUCTION INDONESIA"",""customerNameEn"":""PT HORIZON CONSTRUCTION INDONESIA"",""customerTax"":""0623273281044000"",""customerAddress"":""OFFICE GOLD COAST TOWER EIFFEL, LANTAI 1 UNIT H, JL. PANTAI INDAH KAPUK, Desa/Kelurahan Kamal Muara, Kec. Penjaringan, Kota Adm. Jakarta Utara, Provinsi DKI Jakarta, Kode Pos:14470"",""customerServiceStart"":""2025-05-01"",""customerServiceEnd"":""2028-04-30"",""customerNameVn"":"""",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos:10130"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liaoyonge1"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIID-JDIID-HORIZONA"",""checkThirdExtInfoKey"":null,""customerName"":""PT HORIZON CONSTRUCTION INDONESIA"",""iopId"":""8"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,印尼 - Horizion
"{""clientName"":""精诚工科汽车零部件（泰国）有限公司"",""clientCode"":""SV3IoUJo05H8r5G1qcOV"",""contractCode"":""ISPG-20250430113717"",""pin"":""tgdppzjsb-EA"",""country"":""TH"",""stations"":[0],""saleCurrency"":""THB"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""TH"",""autoConfirmCrossBorderOrder"":""true"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""0215563009228"",""customerCompanyProperty"":""Head Office"",""buyerName"":""EXQUISITE AUTOMOTIVE PARTS (THAILAND) CO.,LTD. "",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""EASTERN SEABOARD INDUSTRIAL ESTATE 111/1 MOO.4 T.PLUAKDAENG, A.PLUAKDAENG,RAYONG 21140, THAILAND."",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi_Thailand1"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""EXQUISITE-TH"",""hoursOfAutoFinish"":120,""ebsContractCode"":""EKA2025A2124326"",""language"":{""th"":""??????"",""en"":""English"",""zh"":""中文""},""countryNameMap"":{""th"":""?????????"",""en"":""Thailand Station"",""zh"":""泰国站""},""customerNameZh"":""精诚工科汽车零部件（泰国）有限公司"",""customerNameEn"":""EXQUISITE AUTOMOTIVE PARTS (THAILAND) CO.,LTD. "",""customerTax"":""0215563009228"",""customerAddress"":""EASTERN SEABOARD INDUSTRIAL ESTATE 111/1 MOO.4 T.PLUAKDAENG, A.PLUAKDAENG,RAYONG 21140, THAILAND."",""customerServiceStart"":""2025-02-10"",""customerServiceEnd"":""2028-02-10"",""customerNameVn"":"""",""jdContractName"":""JINGDONG INDUSTRIALS (THAILAND) CO, LTD"",""jdContractAddress"":""4/222 Moo 10 Tambon Tungsukla, Amphur Sriracha, Chonburi 20230, THAILAND."",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""pithak.vatmon1"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDITH-EXQUISITE-TH"",""checkThirdExtInfoKey"":null,""customerName"":""EXQUISITE AUTOMOTIVE PARTS (THAILAND) CO.,LTD. "",""iopId"":""3"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,泰国 - 精诚工科
"{""payType"":""1"",""tradeTerms"":""DDP"",""clientName"":""PT GOTION GREEN ENERGY SOLUTIONS INDONESIA"",""clientCode"":""HBupdNbuNY0yyKDiB9VC"",""briefCode"":""JDIID-GOTIONA"",""contractCode"":""ISPG-20250326122833"",""ebsContractCode"":""EKA2025A2950744"",""pin"":""GOTION_IDPurchasing"",""country"":""ID"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""saleCurrency"":""IDR"",""stations"":[0],""excludeDefaultVatFlag"":false,""shippingMark"":""JDIID-JDIID-GOTIONA"",""companyType"":""1"",""wispOrderListShowStatus"":[4,80,90,5,99],""orderMap"":{""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":true,""autoConfirmStockUpOrder"":true,""autoConfirmCrossBorderOrder"":false,""paymentChannel"":""accountPeriod"",""jcAgencyCode"":""10588"",""shipFromStock"":1,""buyerName"":""PT GOTION GREEN ENERGY SOLUTIONS INDONESIA"",""buyerTaxNo"":""0611982752436000"",""buyerAddress"":""Jalan Raya Narogong KM.26, Cileungsi, Desa/Kelurahan Klapanunggal Kec.Klapanunggal,Kab.Bogor, Provinsi Jawa Barat,KodePos:16710"",""customerCompanyProperty"":""/""},""storeId"":24682489,""iopPin"":""JDi印尼站"",""iopId"":""8"",""hoursOfAutoFinish"":168,""language"":{""zh"":""中文"",""en"":""English"",""id"":""Indonesia""},""countryNameMap"":{""zh"":""印尼站"",""en"":""Indonesia Station"",""id"":""Stasiun Indonesia""},""customerNameVn"":""PT GOTION GREEN ENERGY SOLUTIONS INDONESIA"",""customerAddress"":""Jalan Raya Narogong KM.26, Cileungsi, Desa/Kelurahan Klapanunggal Kec.Klapanunggal,Kab.Bogor, Provinsi Jawa Barat,KodePos:16710"",""jdContractName"":"""",""jdContractAddress"":"""",""customerNameZh"":""PT GOTION GREEN ENERGY SOLUTIONS INDONESIA"",""customerNameEn"":""PT GOTION GREEN ENERGY SOLUTIONS INDONESIA"",""customerTax"":""0611982752436000"",""customerServiceStart"":""2025-04-01"",""customerServiceEnd"":""2028-03-31"",""xbpOrderCompletedApprover"":{""审批人1"":""liudaojin1"",""审批人2"":""liaoyonge1""},""merchantId"":""10170""}",0,印尼 - GOTION
"{""clientName"":""PT JAYA REFRIGERATION EQUIPMENT"",""clientCode"":""fZ5LJIk9Mp3rV6i6fYku"",""contractCode"":""ISPG-20250313143109"",""pin"":""Midea_IDPurchasing"",""country"":""ID"",""stations"":[0],""saleCurrency"":""IDR"",""companyType"":""1"",""excludeDefaultVatFlag"":false,""wispOrderListShowStatus"":[4,80,90,95,5,99],""orderMap"":{""nameMaxSize"":null,""jcAgencyCode"":""10588"",""customsCountryCode"":""ID"",""autoConfirmCrossBorderOrder"":""false"",""autoConfirmStockUpOrder"":""true"",""buyerTaxNo"":""0507918027041000"",""customerCompanyProperty"":""/"",""buyerName"":""PT JAYA REFRIGERATION EQUIPMENT"",""closePriceConfirm"":""1"",""autoConfirmLocalOrder"":""true"",""paymentChannel"":""accountPeriod"",""buyerAddress"":""Jalan  Raya Narogong KM.26, Cileungsi, Desa/Kelurahan Klapanunggal Kec.Klapanunggal,Kab.Bogor, Provinsi Jawa Barat,KodePos:16710"",""customerInvoiceUseIncludeTax"":null,""shipFromStock"":""1""},""openArea"":null,""tradeRoute"":null,""storeId"":24682489,""iopPin"":""JDi印尼站"",""sellerErp"":null,""periodType"":null,""prepaymentRatio"":null,""finalPaymentPeriod"":null,""tradeTerms"":""DDP"",""payType"":""1"",""iopAddressVO"":null,""briefCode"":""JDIID-MIDEAA"",""hoursOfAutoFinish"":168,""ebsContractCode"":""EKA2025A4903920"",""language"":{""en"":""English"",""id"":""Indonesia"",""zh"":""中文""},""countryNameMap"":{""en"":""Indonesia Station"",""id"":""Stasiun Indonesia"",""zh"":""印尼站""},""customerNameZh"":""PT JAYA REFRIGERATION EQUIPMENT"",""customerNameEn"":""PT JAYA REFRIGERATION EQUIPMENT"",""customerTax"":""0507918027041000"",""customerAddress"":""Jalan  Raya Narogong KM.26, Cileungsi, Desa/Kelurahan Klapanunggal Kec.Klapanunggal,Kab.Bogor, Provinsi Jawa Barat,KodePos:16710"",""customerServiceStart"":""2025-05-05"",""customerServiceEnd"":""2026-05-05"",""customerNameVn"":"""",""jdContractName"":""PT JINGDONG INDUSTRIALS INDONESIA"",""jdContractAddress"":""Jl. KH. Hasyim Ashari No. 3C, Desa/Kelurahan Petojo Utara, Kec. Gambir, Kota Adm. Jakarta Pusat, Provinsi DKI Jakarta, Kode Pos: 10130"",""orderWaybillDeliver"":false,""xbpOrderCompletedApprover"":{""审批人2"":""liaoyonge1"",""审批人1"":""liudaojin1""},""merchantId"":""10170"",""openSubscribeFlag"":false,""taxCheckFlag"":false,""shippingMark"":""JDIID-JDIID-MIDEAA"",""checkThirdExtInfoKey"":null,""customerName"":""PT JAYA REFRIGERATION EQUIPMENT"",""iopId"":""8"",""salePriceLimit"":null,""accountMap"":null,""countryType"":null,""uatUserFlag"":null}",0,印尼 - Media
